,customer_id,customer_name,registration_date,is_vip,order_id,order_date,product_id,product_name,category,unit_price,item_quantity,total_item_price,total_order_value_percentage
214,46,Customer 46,2024-04-17 20:56:25,False,91,2025-01-03 06:38:31,None,None,None,None,None,None,None
215,47,Customer 47,2024-04-10 20:00:25,False,None,None,None,None,None,None,None,None,None
216,48,Customer 48,2022-04-22 20:22:30,False,93,2024-02-18 16:59:47,1,Item 1 for Order 93,2,132.21,1,132.21,None
217,49,Customer 49,2022-06-04 23:35:47,False,94,2024-05-02 19:47:12,1,Item 1 for Order 94,5,362.76,5,1813.8,None
218,49,Customer 49,2022-06-04 23:35:47,False,94,2024-05-02 19:47:12,2,Item 2 for Order 94,1,237.54,1,237.54,None
219,49,Customer 49,2022-06-04 23:35:47,False,94,2024-05-02 19:47:12,3,Item 3 for Order 94,1,219.91,3,659.73,None
220,49,Customer 49,2022-06-04 23:35:47,False,95,2024-05-18 21:27:32,1,Item 1 for Order 95,5,177.56,2,355.12,None
221,49,Customer 49,2022-06-04 23:35:47,False,95,2024-05-18 21:27:32,2,Item 2 for Order 95,0,499.78,5,2498.8999999999996,None
222,49,Customer 49,2022-06-04 23:35:47,False,95,2024-05-18 21:27:32,3,Item 3 for Order 95,4,377.47,1,377.47,None
223,49,Customer 49,2022-06-04 23:35:47,False,95,2024-05-18 21:27:32,4,Item 4 for Order 95,1,235.05,4,940.2,None
224,49,Customer 49,2022-06-04 23:35:47,False,96,2022-10-11 15:46:18,1,Item 1 for Order 96,1,87.65,4,350.6,None
225,49,Customer 49,2022-06-04 23:35:47,False,96,2022-10-11 15:46:18,2,Item 2 for Order 96,2,353.45,1,353.45,None
226,49,Customer 49,2022-06-04 23:35:47,False,96,2022-10-11 15:46:18,3,Item 3 for Order 96,home goods,383.1,4,1532.4,None
227,49,Customer 49,2022-06-04 23:35:47,False,96,2022-10-11 15:46:18,4,Item 4 for Order 96,3,113.72,1,113.72,None
228,49,Customer 49,2022-06-04 23:35:47,False,96,2022-10-11 15:46:18,5,Item 5 for Order 96,2,334.83,4,1339.32,None
229,50,Customer 50,2022-02-10 22:54:25,False,97,2023-03-13 16:14:22,1,Item 1 for Order 97,4,297.3,5,1486.5,None
230,50,Customer 50,2022-02-10 22:54:25,False,97,2023-03-13 16:14:22,2,Item 2 for Order 97,2,331.61,5,1658.0500000000002,None
231,50,Customer 50,2022-02-10 22:54:25,False,97,2023-03-13 16:14:22,3,Item 3 for Order 97,2,91.2,5,456.0,None
232,50,Customer 50,2022-02-10 22:54:25,False,97,2023-03-13 16:14:22,4,Item 4 for Order 97,99,163.15,4,652.6,None
233,50,Customer 50,2022-02-10 22:54:25,False,98,2022-06-17 10:51:19,1,Item 1 for Order 98,3,412.42,2,824.84,None
234,50,Customer 50,2022-02-10 22:54:25,False,98,2022-06-17 10:51:19,2,Item 2 for Order 98,0,471.93,1,471.93,None
235,50,Customer 50,2022-02-10 22:54:25,False,99,2022-11-02 14:16:49,1,Item 1 for Order 99,0,160.34,2,320.68,None
236,50,Customer 50,2022-02-10 22:54:25,False,99,2022-11-02 14:16:49,2,Item 2 for Order 99,4,477.82,1,477.82,None
